"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 17:28:28 IST 2019","Thu Nov 07 17:29:08 IST 2019","40139","TestAll","order","com.automation.qa.Runner.SmokeRunner","com.automation.qa.Runner.SmokeRunner","feature","Runs Cucumber Feature",""
